排名,代码,名称,每股分红合计,最新价,昨收,最新分红率,昨日分红率,分红率涨跌幅,是否保留,买入提醒pe,买入提醒价格,买入pb
72,600502,安徽建工,0.27,4.45,4.54,6.067415730337078,5.9471365638766525,0.1202791664604259,否,,,
73,003008,开普检测,1.15,19,19.28,6.052631578947368,5.964730290456431,0.0879012884909373,否,,,
81,600098,广州发展,0.37,6.22,6.24,5.94855305466238,5.929487179487179,0.019065875175201,否,,,
86,600177,雅戈尔,0.46,7.86,7.78,5.852417302798982,5.912596401028278,-0.060179098,否,,,
88,600755,厦门国贸,0.3299999999999999,5.69,5.78,5.799648506151142,5.709342560553632,0.0903059455975094,否,,,
99,000895,双汇发展,1.4,24.67,24.63,5.6749087961086335,5.684125050751116,-0.009216255,是,15.5,,
100,600690,海尔智家,1.2342399999999998,21.79,21.75,5.664249655805414,5.674666666666665,-0.010417011,是,10.9,,
101,002746,仙坛股份,0.35,6.24,6.29,5.608974358974359,5.5643879173290935,0.044586441645265,否,,,
102,600057,厦门象屿,0.35,6.25,6.31,5.6,5.54675118858954,0.0532488114104596,否,,,
108,002293,罗莱生活,0.6000000000000001,10.9,11.13,5.504587155963304,5.3908355795148255,0.113751576448478,否,,,
109,600585,海螺水泥,0.95,17.49,17.7,5.431675242995998,5.367231638418079,0.064443604577919,否,,,
110,600546,山煤国际,0.6900000000000001,12.72,12.95,5.4245283018867925,5.328185328185329,0.0963429737014633,否,,,
113,603689,皖天然气,0.3999999999999999,7.41,7.47,5.398110661268555,5.35475234270415,0.0433583185644055,否,,,
114,600873,梅花生物,0.4259699999999999,7.92,7.92,5.3784090909090905,5.3784090909090905,0,否,,,
115,603515,欧普照明,0.9,16.76,16.94,5.369928400954653,5.312868949232586,0.0570594517220675,否,,,
116,601019,山东出版,0.37,6.92,6.95,5.346820809248555,5.323741007194244,0.023079802054311,否,,,
117,601098,中南传媒,0.55,10.3,10.31,5.339805825242719,5.33462657613967,0.0051792491030484,否,,,
118,603889,新澳股份,0.3,5.63,5.71,5.328596802841918,5.253940455341506,0.0746563475004125,是,10.3,,
119,002274,华昌化工,0.3,5.64,5.71,5.319148936170213,5.253940455341506,0.0652084808287067,否,,,
120,600757,长江传媒,0.41,7.71,7.71,5.317769130998703,5.317769130998703,0,否,,,
121,000001,平安银行,0.598,11.25,11.25,5.315555555555555,5.315555555555555,0,否,,,
122,003012,东鹏控股,0.25,4.71,4.78,5.3078556263269645,5.230125523012552,0.0777301033144128,否,,,
123,603611,诺力股份,0.897,16.9,17.27,5.307692307692308,5.193977996525768,0.1137143111665404,否,,,
124,600642,申能股份,0.45,8.55,8.43,5.263157894736842,5.338078291814947,-0.074920397,是,,7.15,
126,601107,四川成渝,0.29,5.53,5.52,5.244122965641952,5.253623188405797,-0.009500223,否,,,
127,603967,中创物流,0.6,11.45,11.52,5.240174672489084,5.208333333333334,0.0318413391557497,否,,,
128,603365,水星家纺,0.9,17.21,17.53,5.229517722254503,5.13405590416429,0.0954618180902127,否,,,
129,601339,百隆东方,0.41,7.85,8.04,5.222929936305733,5.09950248756219,0.1234274487435431,否,,,
130,002007,华兰生物,0.7,13.41,13.25,5.219985085756897,5.283018867924528,-0.063033782,否,,,
132,002555,三七互娱,1,19.21,19.67,5.205622071837585,5.083884087442806,0.1217379843947785,否,,,
133,600461,洪城环境,0.4639999999999999,8.93,8.96,5.195968645016797,5.178571428571428,0.017397216445369,否,,,
135,601997,贵阳银行,0.29,5.59,5.62,5.18783542039356,5.160142348754448,0.0276930716391117,否,,,
136,000708,中信特钢,0.7072162,13.69,13.78,5.165932797662527,5.1321930333817125,0.0337397642808143,否,,,
137,600036,招商银行,2,38.77,38.7,5.158627805003869,5.167958656330749,-0.009330851,是,,,0.8
138,600741,华域汽车,0.8,15.52,15.82,5.154639175257732,5.056890012642225,0.0977491626155071,否,,,
139,600066,宇通客车,1.5,29.21,29.82,5.135227661759672,5.030181086519114,0.1050465752405571,否,,,
140,002705,新宝股份,0.6,11.74,11.94,5.110732538330494,5.025125628140704,0.0856069101897896,否,,,
141,601328,交通银行,0.3533,6.93,6.91,5.0981240981240985,5.11287988422576,-0.014755786,否,,,
142,601225,陕西煤业,1.2779999999999998,25.08,25.2,5.095693779904305,5.07142857142857,0.0242652084757351,否,,,
143,002404,嘉欣丝绸,0.3,5.92,6,5.067567567567568,5,0.0675675675675675,否,,,
144,002416,爱施德,0.5,9.89,10.15,5.055611729019211,4.926108374384236,0.1295033546349753,否,,,
145,002556,辉隆股份,0.25,4.97,5.12,5.030181086519115,4.8828125,0.1473685865191152,否,,,
146,601811,新华文轩,0.6,11.93,11.93,5.029337803855825,5.029337803855825,0,否,,,
147,002267,陕天然气,0.35,6.96,7.08,5.028735632183907,4.943502824858757,0.0852328073251502,否,,,
148,002454,松芝股份,0.25,5,5.11,5,4.892367906066536,0.1076320939334642,否,,,
149,603788,宁波高发,0.7,14.01,14.15,4.996431120628123,4.946996466431095,0.0494346541970278,否,,,
150,600750,华润江中,1.2,24.08,24.21,4.983388704318937,4.956629491945477,0.0267592123734603,是,23,,
151,603299,苏盐井神,0.4429999999999999,8.91,8.96,4.971941638608304,4.944196428571428,0.0277452100368762,否,,,
152,600035,楚天高速,0.1699999999999999,3.42,3.45,4.970760233918129,4.927536231884058,0.043224002034071,否,,,
153,000651,格力电器,2,40.24,40.23,4.970178926441352,4.971414367387522,-0.001235441,,,,
154,603871,嘉友国际,0.6000000000000001,12.08,12.45,4.966887417218543,4.819277108433736,0.1476103087848068,,,,
155,600325,华发股份,0.124,2.5,2.6,4.960000000000001,4.769230769230769,0.1907692307692317,,,,
156,601186,中国铁建,0.3,6.07,6.12,4.942339373970346,4.901960784313726,0.04037858965662,,,,
157,000719,中原传媒,0.6,12.15,12.11,4.938271604938271,4.95458298926507,-0.016311384,,,,
158,600660,福耀玻璃,2.7,54.87,55.43,4.920721705850192,4.871008479162908,0.0497132266872837,,,,
159,600210,紫江企业,0.3,6.1,6.14,4.918032786885246,4.88599348534202,0.032039301543226,,,,
160,000088,盐田港,0.218,4.44,4.44,4.90990990990991,4.90990990990991,0,,,,
161,601838,成都银行,0.891,18.16,18.15,4.906387665198237,4.909090909090909,-0.002703244,,,,
162,002318,久立特材,0.97,19.85,20.26,4.886649874055415,4.787759131293188,0.0988907427622267,,,,
163,600039,四川路桥,0.409,8.38,8.42,4.880668257756563,4.85748218527316,0.0231860724834032,,,,
164,601318,中国平安,2.57,52.8,52.6,4.867424242424242,4.8859315589353605,-0.018507317,,,,
165,002966,苏州银行,0.41,8.44,8.45,4.857819905213271,4.852071005917161,0.0057488992961101,,,,
166,603600,永艺股份,0.4599999999999999,9.48,9.57,4.852320675105485,4.806687565308254,0.0456331097972313,,,,
167,603948,建业股份,1,20.63,21.26,4.847309743092584,4.703668861712136,0.1436408813804481,,,,
168,000423,东阿阿胶,2.5430815000000004,52.68,52.97,4.827413629460898,4.800984519539362,0.0264291099215352,,,,
169,000828,东莞控股,0.475,9.85,9.9,4.822335025380711,4.797979797979798,0.0243552274009131,,,,
170,600295,鄂尔多斯,0.6,12.47,12.79,4.811547714514835,4.691164972634871,0.1203827418799639,,,,
171,002968,新大正,0.435,9.05,9.25,4.806629834254143,4.702702702702703,0.1039271315514405,,,,
172,600997,开滦股份,0.26,5.42,5.5,4.797047970479705,4.727272727272728,0.0697752432069771,,,,
173,601369,陕鼓动力,0.43,8.97,9.21,4.793756967670011,4.668838219326819,0.1249187483431919,,,,
174,600809,山西汾酒,6.0600000000000005,126.55,122.32,4.788621098380087,4.954218443427077,-0.165597345,,,,
175,600027,华电国际,0.22,4.6,4.63,4.782608695652174,4.751619870410368,0.0309888252418062,,,,
177,002043,兔宝宝,0.6,12.58,12.94,4.769475357710651,4.636785162287481,0.1326901954231703,,,,
178,603706,东方环宇,0.9,18.87,19.12,4.769475357710651,4.707112970711297,0.0623623869993545,,,,
179,603639,海利尔,0.5,10.5,10.64,4.761904761904762,4.699248120300752,0.0626566416040104,,,,
180,000333,美的集团,4,84.19,84.34,4.7511580947856045,4.742708086317287,0.0084500084683174,,,,
181,000625,长安汽车,0.345,7.27,7.39,4.745529573590097,4.668470906630582,0.0770586669595143,,,,
182,601998,中信银行,0.3601999999999999,7.69,7.6,4.684005201560468,4.739473684210526,-0.055468483,,,,
183,600211,西藏药业,1.871,40.05,38.94,4.6716604244694135,4.804827940421161,-0.133167516,,,,
184,601555,东吴证券,0.375,8.03,8,4.669987546699876,4.6875,-0.017512453,,,,
185,601006,大秦铁路,0.2199999999999999,4.72,4.75,4.6610169491525415,4.63157894736842,0.0294380017841211,,,,
186,601900,南方传媒,0.55,11.82,11.82,4.653130287648055,4.653130287648055,0,,,,
187,600480,凌云股份,0.4,8.63,8.77,4.634994206257241,4.561003420752566,0.0739907855046757,,,,
188,002690,美亚光电,0.7,15.11,15.28,4.632693580410324,4.5811518324607325,0.0515417479495914,,,,
189,002332,仙琚制药,0.4,8.65,8.58,4.624277456647398,4.662004662004662,-0.037727205,,,,
190,000786,北新建材,0.865,18.73,19.06,4.6182594767752265,4.538300104931794,0.0799593718434321,,,,
191,600985,淮北矿业,0.75,16.26,16.14,4.612546125461254,4.646840148698884,-0.034294023,,,,
192,600015,华夏银行,0.305,6.66,6.69,4.579579579579579,4.559043348281016,0.0205362312985633,,,,
193,600285,羚锐制药,0.9,19.67,20.47,4.575495678698525,4.396678065461652,0.1788176132368732,,,,
194,600028,中国石化,0.2279999999999999,4.99,5.05,4.5691382765531054,4.514851485148514,0.054286791404591,,,,
195,600598,北大荒,0.55,12.05,12.05,4.564315352697096,4.564315352697096,0,,,,
196,600916,中国黄金,0.35,7.67,7.89,4.563233376792699,4.435994930291509,0.1272384465011899,,,,
197,600261,阳光照明,0.1399999999999999,3.07,3.08,4.5602605863192185,4.545454545454545,0.0148060408646735,,,,
198,000672,上峰材料,0.63,13.84,14.17,4.552023121387283,4.446012702893437,0.1060104184938453,,,,
199,601336,新华保险,2.66,58.49,58.83,4.547785946315608,4.521502634710182,0.0262833116054261,,,,
200,600020,中原高速,0.1699999999999999,3.76,3.78,4.5212765957446805,4.497354497354497,0.0239220983901837,,,,
201,001965,招商公路,0.417,9.24,9.36,4.512987012987012,4.455128205128205,0.0578588078588069,,,,
202,601009,南京银行,0.50551,11.21,11.23,4.509455842997324,4.501424755120214,0.0080310878771099,,,,
203,600269,赣粤高速,0.1699999999999999,3.78,3.8,4.497354497354497,4.473684210526316,0.0236702868281808,,,,
204,000921,海信家电,1.23,27.38,27.69,4.492330168005844,4.442036836403034,0.05029333160281,,,,
205,601598,中国外运,0.29,6.46,6.57,4.489164086687306,4.41400304414003,0.0751610425472755,,,,
206,600559,老白干酒,0.55,12.31,12.16,4.467912266450041,4.5230263157894735,-0.055114049,,,,
207,600000,浦发银行,0.41,9.18,9.17,4.466230936819172,4.471101417666303,-0.004870481,,,,
208,000550,江铃汽车,0.71914,16.11,16.32,4.463935443823712,4.406495098039216,0.0574403457844967,,,,
209,600017,日照港,0.119,2.67,2.68,4.456928838951311,4.4402985074626855,0.0166303314886251,,,,
210,603899,晨光股份,1,22.44,22.55,4.45632798573975,4.434589800443459,0.0217381852962912,,,,
211,601857,中国石油,0.47,10.56,10.66,4.450757575757576,4.409005628517824,0.041751947239752,,,,
212,603368,柳药集团,0.751,16.91,15.95,4.441159077468954,4.70846394984326,-0.267304872,,,,
213,002594,比亚迪,3.974,89.71,90.41,4.429829450451455,4.395531467757992,0.034297982693463,,,,
214,600720,中交设计,0.229,5.17,5.24,4.429400386847195,4.370229007633588,0.0591713792136072,,,,
215,601000,唐山港,0.2,4.53,4.59,4.415011037527594,4.357298474945534,0.0577125625820604,,,,
216,600282,南钢股份,0.2036,4.62,4.67,4.406926406926407,4.359743040685225,0.0471833662411818,,,,
217,600863,华能蒙电,0.22,5.01,5.1,4.39121756487026,4.313725490196079,0.0774920746741809,,,,
218,603697,有友食品,0.44,10.06,10.08,4.3737574552683895,4.365079365079365,0.0086780901890248,,,,
219,603970,中农立华,0.45,10.32,10.47,4.3604651162790695,4.297994269340974,0.0624708469380959,,,,
220,002116,中国海诚,0.3093789999999999,7.14,7.16,4.333039215686274,4.320935754189943,0.0121034614963306,,,,
221,600704,物产中大,0.21,4.86,4.91,4.320987654320988,4.276985743380856,0.0440019109401319,,,,
222,000157,中联重科,0.3,6.97,7.09,4.304160688665711,4.231311706629055,0.072848982036656,,,,
223,002315,焦点科技,1.15,26.77,27.23,4.295853567426223,4.223283143591627,0.0725704238345956,,,,
224,603587,地素时尚,0.5,11.66,11.71,4.288164665523156,4.269854824935952,0.0183098405872037,,,,
225,002060,广东建工,0.1399999999999999,3.27,3.3,4.281345565749235,4.242424242424242,0.0389213233249927,,,,
226,600197,伊力特,0.45,10.54,10.6,4.26944971537002,4.245283018867925,0.0241666965020952,,,,
227,600351,亚宝药业,0.3,7.04,6.93,4.261363636363636,4.329004329004329,-0.067640693,,,,
228,603043,广州酒家,0.58,13.69,13.79,4.236669101533966,4.205946337926034,0.0307227636079323,,,,
229,603309,维力医疗,0.5,11.84,11.86,4.222972972972973,4.215851602023609,0.0071213709493633,,,,
230,002597,金禾实业,0.8300000000000001,19.72,20.36,4.208924949290061,4.076620825147348,0.1323041241427134,,,,
231,600761,安徽合力,0.7,16.68,16.98,4.196642685851319,4.122497055359245,0.0741456304920733,,,,
232,601330,绿色动力,0.3,7.17,7.18,4.1841004184100425,4.178272980501394,0.0058274379086489,,,,
233,000501,武商集团,0.3,7.19,7.31,4.172461752433936,4.103967168262654,0.0684945841712814,,,,
234,000690,宝新能源,0.2,4.81,4.8,4.158004158004158,4.166666666666667,-0.008662509,,,,
235,000498,山东路桥,0.205,4.94,4.97,4.149797570850202,4.124748490945674,0.0250490799045284,,,,
236,002727,一心堂,0.5,12.06,12.29,4.1459369817578775,4.068348250610253,0.0775887311476246,,,,
237,600600,青岛啤酒,2.2,53.07,53.45,4.145468249481817,4.11599625818522,0.0294719912965968,,,,
238,601018,宁波港,0.138,3.33,3.33,4.144144144144144,4.144144144144144,0,,,,
239,002677,浙江美大,0.3,7.28,7.61,4.12087912087912,3.942181340341656,0.1786977805374645,,,,
240,000404,长虹华意,0.3,7.28,7.87,4.12087912087912,3.811944091486658,0.3089350293924622,,,,
241,603116,红蜻蜓,0.25,6.1,6.17,4.0983606557377055,4.051863857374392,0.0464967983633135,,,,
242,600655,豫园股份,0.19,4.64,4.69,4.094827586206897,4.051172707889125,0.0436548783177714,,,,
243,605117,德业股份,3.708,90.71,94.09,4.087752177268218,3.940907641619726,0.1468445356484919,,,,
244,000900,现代投资,0.15,3.67,3.7,4.087193460490464,4.0540540540540535,0.0331394064364101,,,,
245,002275,桂林三金,0.55,13.46,13.3,4.086181277860327,4.135338345864661,-0.049157068,,,,
246,600377,宁沪高速,0.49,12.01,12.09,4.079933388842632,4.052936311000828,0.0269970778418038,,,,
247,600926,杭州银行,0.6599999999999999,16.18,15.93,4.079110012360939,4.143126177024482,-0.064016165,,,,
248,601163,三角轮胎,0.53,13.07,13.22,4.055087987758225,4.009077155824508,0.0460108319337164,,,,
249,601187,厦门银行,0.3,7.4,7.34,4.0540540540540535,4.087193460490464,-0.033139406,,,,
250,003006,百亚股份,0.55,13.57,13.92,4.053058216654385,3.951149425287357,0.1019087913670286,,,,
251,603187,海容冷链,0.5,12.39,12.58,4.035512510088781,3.97456279809221,0.0609497119965709,,,,
252,600050,中国联通,0.1733,4.3,4.3,4.030232558139535,4.030232558139535,0,,,,
253,603345,安井食品,3.39,84.12,85.05,4.029957203994294,3.98589065255732,0.0440665514369742,,,,
254,601398,工商银行,0.306,7.6,7.52,4.026315789473684,4.069148936170213,-0.042833147,,,,
255,605338,巴比食品,0.8,19.87,20.35,4.026170105686965,3.9312039312039313,0.0949661744830341,,,,
256,601169,北京银行,0.2,4.99,5.01,4.008016032064128,3.992015968063873,0.0160000640002548,,,,
257,601298,青岛港,0.3473,8.69,8.76,3.996547756041428,3.96461187214612,0.0319358838953078,,,,
258,603369,今世缘,1.2,30.04,30.72,3.9946737683089215,3.90625,0.0884237683089215,,,,
259,600300,维维股份,0.128,3.23,3.2,3.962848297213623,4,-0.037151703,,,,
260,600064,南京高科,0.3,7.58,7.64,3.957783641160949,3.926701570680628,0.0310820704803211,,,,
261,002003,伟星股份,0.4,10.11,10.2,3.9564787339268057,3.921568627450981,0.0349101064758246,,,,
262,000429,粤高速A,0.523,13.23,13.16,3.953136810279667,3.9741641337386016,-0.021027323,,,,
263,002170,芭田股份,0.4399999999999999,11.14,11.47,3.949730700179532,3.836094158674804,0.1136365415047286,,,,
264,600998,九州通,0.2,5.09,5.04,3.929273084479372,3.968253968253969,-0.038980884,,,,
265,000589,贵州轮胎,0.17,4.33,4.38,3.9260969976905313,3.881278538812786,0.0448184588777453,,,,
266,002215,诺普信,0.35,8.95,9.11,3.910614525139665,3.841931942919868,0.0686825822197967,,,,
267,002236,大华股份,0.643,16.46,16.62,3.906439854191981,3.868832731648616,0.0376071225433651,,,,
268,600648,外高桥,0.35,8.99,9.08,3.8932146829810894,3.854625550660793,0.0385891323202969,,,,
269,603658,安图生物,1.26,32.4,32.32,3.888888888888889,3.8985148514851486,-0.009625963,,,,
270,601988,中国银行,0.231,5.95,5.83,3.882352941176471,3.962264150943396,-0.07991121,,,,
271,600019,宝钢股份,0.22,5.67,5.74,3.880070546737213,3.8327526132404177,0.0473179334967954,,,,
272,600587,新华医疗,0.5,12.89,12.84,3.878975950349108,3.894080996884735,-0.015105047,,,,
273,002833,弘亚数控,0.7,18.08,18.46,3.8716814159292032,3.791982665222102,0.0796987507071014,,,,
274,000983,山西焦煤,0.256,6.66,6.76,3.843843843843844,3.7869822485207103,0.0568615953231335,,,,
275,002758,浙农股份,0.3,7.81,7.89,3.84122919334187,3.802281368821293,0.0389478245205769,,,,
276,000411,英特集团,0.3832205999999999,10,9.98,3.832206,3.8398857715430856,-0.007679772,,,,
277,600350,山东高速,0.42,11.01,10.87,3.8147138964577656,3.8638454461821534,-0.04913155,,,,
278,600519,贵州茅台,51.63,1355.29,1343,3.8095167823860576,3.844378257632167,-0.034861475,,,,
279,002993,奥海科技,1.5,39.39,38.95,3.808073115003808,3.851091142490372,-0.043018027,,,,
280,601939,建设银行,0.3918,10.3,10.24,3.803883495145631,3.826171875,-0.02228838,,,,
281,003000,劲仔食品,0.4,10.54,10.68,3.79506641366224,3.745318352059925,0.049748061602314,,,,
282,601963,重庆银行,0.414,10.95,10.89,3.780821917808219,3.8016528925619832,-0.020830975,,,,
283,002056,横店东磁,0.83219,22.03,22.35,3.777530640036314,3.723445190156599,0.0540854498797154,,,,
284,601158,重庆水务,0.157,4.16,4.17,3.774038461538461,3.764988009592326,0.0090504519461354,,,,
285,002303,美盈森,0.197,5.26,5.27,3.7452471482889735,3.7381404174573056,0.0071067308316679,,,,
286,603317,天味食品,0.55,14.7,14.56,3.741496598639456,3.777472527472528,-0.035975929,,,,
287,601311,骆驼股份,0.29,7.76,7.88,3.737113402061856,3.6802030456852792,0.0569103563765764,,,,
288,601288,农业银行,0.245,6.56,6.44,3.7347560975609753,3.804347826086956,-0.069591729,,,,
289,002831,裕同科技,1.0340863,27.73,28.12,3.729124774612333,3.677405049786629,0.0517197248257046,,,,
290,603156,养元饮品,1.86,49.9,50.41,3.72745490981964,3.689744098393176,0.0377108114264634,,,,
291,000906,浙商中拓,0.2,5.37,5.47,3.7243947858473,3.656307129798903,0.0680876560483967,,,,
292,600332,白云山,0.8,21.51,21.49,3.719200371920037,3.72266170311773,-0.003461331,,,,
293,002142,宁波银行,1.2,32.29,32.04,3.7163208423660574,3.745318352059925,-0.02899751,,,,
294,002381,双箭股份,0.2,5.4,5.51,3.7037037037037033,3.6297640653357535,0.0739396383679498,,,,
295,600583,海油工程,0.2009999999999999,5.46,5.47,3.6813186813186807,3.6745886654478976,0.006730015870783,,,,
296,002737,葵花药业,0.5,13.63,13.46,3.668378576669112,3.714710252600297,-0.046331676,,,,
297,600012,皖通高速,0.604,16.48,16.5,3.66504854368932,3.6606060606060606,0.0044424830832592,,,,
298,000789,万年青,0.15,4.11,4.18,3.64963503649635,3.588516746411483,0.0611182900848668,,,,
299,600483,福能股份,0.383,10.5,10.47,3.647619047619048,3.658070678127984,-0.010451631,,,,
300,601101,昊华能源,0.458,12.57,12.63,3.643595863166269,3.626286619160728,0.0173092440055406,,,,
301,603233,大参林,0.6499999999999999,17.94,18.14,3.6231884057971007,3.583241455347298,0.0399469504498024,,,,
302,600790,轻纺城,0.12,3.32,3.38,3.614457831325301,3.5502958579881656,0.0641619733371352,,,,
303,600348,华阳股份,0.309,8.57,8.69,3.6056009334889145,3.555811277330265,0.0497896561586497,,,,
304,600479,千金药业,0.36,9.99,9.93,3.603603603603604,3.6253776435045313,-0.02177404,,,,
305,603198,迎驾贡酒,1.5,41.86,41.93,3.58337314859054,3.577390889577868,0.0059822590126716,,,,
306,002061,浙江交科,0.125,3.49,3.53,3.5816618911174785,3.5410764872521248,0.0405854038653537,,,,
307,601619,嘉泽新能,0.16,4.47,4.95,3.5794183445190164,3.2323232323232323,0.3470951121957841,,,,
308,600031,三一重工,0.6699999999999999,18.72,18.91,3.579059829059829,3.543098889476467,0.0359609395833619,,,,
309,000513,丽珠集团,1.1,30.79,30.6,3.5725885027606368,3.594771241830066,-0.022182739,,,,
310,002588,史丹利,0.305,8.56,8.74,3.563084112149532,3.489702517162472,0.0733815949870608,,,,
311,002034,旺能环境,0.5008441,14.06,14.27,3.562191322901849,3.5097694463910303,0.0524218765108188,,,,
312,605009,豪悦护理,0.85,23.88,24.06,3.5594639865996656,3.5328345802161265,0.026629406383539,,,,
313,600710,苏美达,0.369,10.37,10.63,3.5583413693346198,3.4713076199435555,0.0870337493910637,,,,
314,000544,中原环保,0.26,7.31,7.39,3.556771545827634,3.518267929634641,0.0385036161929925,,,,
315,605378,野马电池,0.5,14.07,14.27,3.55366027007818,3.50385423966363,0.0498060304145502,,,,
316,601601,中国太保,1.08,30.43,30.48,3.54912914886625,3.543307086614173,0.0058220622520774,,,,
317,002543,万和电气,0.26,7.33,6.66,3.547066848567531,3.903903903903904,-0.356837055,,,,
318,601992,金隅集团,0.05,1.41,1.44,3.546099290780142,3.4722222222222223,0.0738770685579197,,,,
319,600323,瀚蓝环境,1.05,29.61,29.6,3.546099290780142,3.5472972972972974,-0.001198007,,,,
320,601566,九牧王,0.3,8.48,8.66,3.537735849056604,3.4642032332563506,0.0735326158002531,,,,
321,000910,大亚圣象,0.19,5.38,5.42,3.5315985130111525,3.505535055350554,0.0260634576605984,,,,
322,600826,兰生股份,0.28,7.94,8.1,3.5264483627204037,3.4567901234567904,0.0696582392636129,,,,
323,002478,常宝股份,0.22,6.24,6.31,3.5256410256410264,3.4865293185419977,0.0391117070990287,,,,
324,603676,卫信康,0.3269999999999999,9.28,9.23,3.523706896551724,3.542795232936077,-0.019088336,,,,
325,000030,富奥股份,0.15,4.26,4.29,3.5211267605633805,3.496503496503496,0.0246232640598842,,,,
326,603218,日月股份,0.35,9.94,10.06,3.5211267605633805,3.4791252485089457,0.0420015120544348,,,,
327,600968,海油发展,0.135,3.84,3.87,3.515625000000001,3.488372093023256,0.027252906976745,,,,
328,600801,华新建材,0.7999999999999999,22.8,23.28,3.508771929824561,3.436426116838488,0.0723458129860734,,,,
329,000923,河钢资源,0.5,14.25,14.96,3.508771929824561,3.3422459893048124,0.1665259405197487,,,,
330,603908,牧高笛,0.65,18.55,18.86,3.5040431266846364,3.4464475079533408,0.0575956187312955,,,,
331,600167,联美控股,0.2,5.71,5.71,3.502626970227671,3.502626970227671,0,,,,
332,600329,达仁堂,1.28,36.79,36.72,3.4792063060614296,3.485838779956427,-0.006632474,,,,
333,002736,国信证券,0.35,10.11,10.12,3.4619188921859543,3.458498023715415,0.0034208684705392,,,,
334,000951,中国重汽,0.72,20.81,21.12,3.4598750600672754,3.4090909090909087,0.0507841509763666,,,,
335,600420,国药现代,0.3,8.72,8.65,3.440366972477064,3.4682080924855496,-0.02784112,,,,
336,600827,百联股份,0.265,7.71,7.79,3.437094682230869,3.401797175866496,0.0352975063643734,,,,
337,603053,成都燃气,0.3,8.73,8.77,3.436426116838488,3.4207525655644244,0.0156735512740633,,,,
338,001872,招商港口,0.74,21.54,21.65,3.435468895078923,3.418013856812933,0.0174550382659899,,,,
339,002790,瑞尔特,0.2,5.83,5.92,3.430531732418525,3.3783783783783785,0.0521533540401466,,,,
340,002206,海利得,0.18,5.25,5.33,3.428571428571429,3.377110694183865,0.0514607343875637,,,,
341,603730,岱美股份,0.35,10.21,10.2,3.4280117531831538,3.431372549019608,-0.003360796,,,,
342,600352,浙江龙盛,0.45,13.17,13.7,3.416856492027335,3.2846715328467155,0.1321849591806194,,,,
343,002282,博深股份,0.2,5.87,5.92,3.4071550255536627,3.3783783783783785,0.0287766471752841,,,,
344,600060,海信视像,0.8800000000000001,25.85,26.25,3.404255319148936,3.3523809523809525,0.0518743667679837,,,,
345,603605,珀莱雅,1.99,58.53,58.88,3.399965829489151,3.379755434782609,0.0202103947065421,,,,
346,603037,凯众股份,0.35,10.3,10.44,3.3980582524271843,3.3524904214559386,0.0455678309712457,,,,
347,000726,鲁泰A,0.2,5.89,5.93,3.395585738539898,3.372681281618888,0.0229044569210108,,,,
348,000987,越秀资本,0.26,7.67,7.72,3.389830508474576,3.3678756476683938,0.0219548608061823,,,,
349,600639,浦东金桥,0.3227,9.53,9.67,3.3861490031479544,3.33712512926577,0.0490238738821844,,,,
350,600508,上海能源,0.29,8.57,8.71,3.3838973162193704,3.329506314580941,0.0543910016384292,,,,
351,600284,浦东建设,0.18,5.34,5.32,3.3707865168539324,3.3834586466165413,-0.01267213,,,,
